well,Number,BioRep,Time,OD,Species,Strain,Batch
E5,4,B,46.5,0.668,Gardnerella piotii,C0093B3,3A1
E5,4,B,47.000277777777775,0.672,Gardnerella piotii,C0093B3,3A1
E5,4,B,47.5,0.677,Gardnerella piotii,C0093B3,3A1
E5,4,B,48,0.678,Gardnerella piotii,C0093B3,3A1
E5,4,B,5.000277777777778,0.194,Gardnerella piotii,C0093B3,3A1
E5,4,B,0.5002777777777778,0.104,Gardnerella piotii,C0093B3,3A1
E5,4,B,5.5,0.202,Gardnerella piotii,C0093B3,3A1
E5,4,B,6,0.21,Gardnerella piotii,C0093B3,3A1
E5,4,B,6.500277777777778,0.225,Gardnerella piotii,C0093B3,3A1
E5,4,B,7,0.237,Gardnerella piotii,C0093B3,3A1
E5,4,B,7.5,0.25,Gardnerella piotii,C0093B3,3A1
E5,4,B,8.000277777777777,0.266,Gardnerella piotii,C0093B3,3A1
E5,4,B,8.5,0.278,Gardnerella piotii,C0093B3,3A1
E5,4,B,9,0.292,Gardnerella piotii,C0093B3,3A1
E5,4,B,9.500277777777777,0.307,Gardnerella piotii,C0093B3,3A1
E5,4,B,10,0.321,Gardnerella piotii,C0093B3,3A1
E5,4,B,1,0.11,Gardnerella piotii,C0093B3,3A1
E5,4,B,10.5,0.335,Gardnerella piotii,C0093B3,3A1
E5,4,B,11.000277777777777,0.346,Gardnerella piotii,C0093B3,3A1
E5,4,B,11.5,0.36,Gardnerella piotii,C0093B3,3A1
E5,4,B,12,0.375,Gardnerella piotii,C0093B3,3A1
E5,4,B,12.500277777777777,0.387,Gardnerella piotii,C0093B3,3A1
E5,4,B,13,0.399,Gardnerella piotii,C0093B3,3A1
E5,4,B,13.5,0.413,Gardnerella piotii,C0093B3,3A1
E5,4,B,14.000277777777777,0.425,Gardnerella piotii,C0093B3,3A1
E5,4,B,14.5,0.437,Gardnerella piotii,C0093B3,3A1
E5,4,B,15,0.451,Gardnerella piotii,C0093B3,3A1
E5,4,B,1.5,0.12,Gardnerella piotii,C0093B3,3A1
E5,4,B,15.500277777777777,0.461,Gardnerella piotii,C0093B3,3A1
E5,4,B,16,0.471,Gardnerella piotii,C0093B3,3A1
E5,4,B,16.5,0.484,Gardnerella piotii,C0093B3,3A1
E5,4,B,17.00027777777778,0.492,Gardnerella piotii,C0093B3,3A1
E5,4,B,17.5,0.501,Gardnerella piotii,C0093B3,3A1
E5,4,B,18,0.508,Gardnerella piotii,C0093B3,3A1
E5,4,B,18.50027777777778,0.518,Gardnerella piotii,C0093B3,3A1
E5,4,B,19,0.525,Gardnerella piotii,C0093B3,3A1
E5,4,B,19.5,0.53,Gardnerella piotii,C0093B3,3A1
E5,4,B,20.00027777777778,0.54,Gardnerella piotii,C0093B3,3A1
E5,4,B,2.000277777777778,0.135,Gardnerella piotii,C0093B3,3A1
E5,4,B,20.5,0.546,Gardnerella piotii,C0093B3,3A1
E5,4,B,21,0.552,Gardnerella piotii,C0093B3,3A1
E5,4,B,21.50027777777778,0.557,Gardnerella piotii,C0093B3,3A1
E5,4,B,22,0.569,Gardnerella piotii,C0093B3,3A1
E5,4,B,22.5,0.571,Gardnerella piotii,C0093B3,3A1
E5,4,B,23.00027777777778,0.575,Gardnerella piotii,C0093B3,3A1
E5,4,B,23.5,0.581,Gardnerella piotii,C0093B3,3A1
E5,4,B,24,0.582,Gardnerella piotii,C0093B3,3A1
E5,4,B,24.50027777777778,0.588,Gardnerella piotii,C0093B3,3A1
E5,4,B,25,0.588,Gardnerella piotii,C0093B3,3A1
E5,4,B,2.5,0.146,Gardnerella piotii,C0093B3,3A1
E5,4,B,25.5,0.59,Gardnerella piotii,C0093B3,3A1
E5,4,B,26.00027777777778,0.592,Gardnerella piotii,C0093B3,3A1
E5,4,B,26.5,0.59,Gardnerella piotii,C0093B3,3A1
E5,4,B,27,0.595,Gardnerella piotii,C0093B3,3A1
E5,4,B,27.50027777777778,0.597,Gardnerella piotii,C0093B3,3A1
F5,4,B,0,0.101,Gardnerella piotii,C0093B3,3A1
F5,4,B,28,0.603,Gardnerella piotii,C0093B3,3A1
F5,4,B,28.5,0.603,Gardnerella piotii,C0093B3,3A1
F5,4,B,29.00027777777778,0.604,Gardnerella piotii,C0093B3,3A1
F5,4,B,29.5,0.603,Gardnerella piotii,C0093B3,3A1
F5,4,B,30,0.602,Gardnerella piotii,C0093B3,3A1
F5,4,B,3,0.158,Gardnerella piotii,C0093B3,3A1
F5,4,B,30.50027777777778,0.605,Gardnerella piotii,C0093B3,3A1
F5,4,B,31,0.607,Gardnerella piotii,C0093B3,3A1
F5,4,B,31.5,0.606,Gardnerella piotii,C0093B3,3A1
F5,4,B,32.000277777777775,0.61,Gardnerella piotii,C0093B3,3A1
F5,4,B,32.5,0.611,Gardnerella piotii,C0093B3,3A1
F5,4,B,33,0.612,Gardnerella piotii,C0093B3,3A1
F5,4,B,33.500277777777775,0.617,Gardnerella piotii,C0093B3,3A1
F5,4,B,34,0.614,Gardnerella piotii,C0093B3,3A1
F5,4,B,34.5,0.618,Gardnerella piotii,C0093B3,3A1
F5,4,B,35.000277777777775,0.62,Gardnerella piotii,C0093B3,3A1
F5,4,B,3.500277777777778,0.158,Gardnerella piotii,C0093B3,3A1
F5,4,B,35.5,0.62,Gardnerella piotii,C0093B3,3A1
F5,4,B,36,0.621,Gardnerella piotii,C0093B3,3A1
F5,4,B,36.500277777777775,0.621,Gardnerella piotii,C0093B3,3A1
F5,4,B,37,0.621,Gardnerella piotii,C0093B3,3A1
F5,4,B,37.5,0.623,Gardnerella piotii,C0093B3,3A1
F5,4,B,38.000277777777775,0.625,Gardnerella piotii,C0093B3,3A1
F5,4,B,38.5,0.628,Gardnerella piotii,C0093B3,3A1
F5,4,B,39,0.631,Gardnerella piotii,C0093B3,3A1
F5,4,B,39.500277777777775,0.631,Gardnerella piotii,C0093B3,3A1
F5,4,B,40,0.634,Gardnerella piotii,C0093B3,3A1
F5,4,B,4,0.162,Gardnerella piotii,C0093B3,3A1
F5,4,B,40.5,0.635,Gardnerella piotii,C0093B3,3A1
F5,4,B,41.000277777777775,0.641,Gardnerella piotii,C0093B3,3A1
F5,4,B,41.5,0.641,Gardnerella piotii,C0093B3,3A1
F5,4,B,42,0.644,Gardnerella piotii,C0093B3,3A1
F5,4,B,42.500277777777775,0.646,Gardnerella piotii,C0093B3,3A1
F5,4,B,43,0.647,Gardnerella piotii,C0093B3,3A1
F5,4,B,43.5,0.652,Gardnerella piotii,C0093B3,3A1
F5,4,B,44.000277777777775,0.656,Gardnerella piotii,C0093B3,3A1
F5,4,B,44.5,0.659,Gardnerella piotii,C0093B3,3A1
F5,4,B,45,0.658,Gardnerella piotii,C0093B3,3A1
F5,4,B,4.5,0.167,Gardnerella piotii,C0093B3,3A1
F5,4,B,45.500277777777775,0.662,Gardnerella piotii,C0093B3,3A1
F5,4,B,46,0.663,Gardnerella piotii,C0093B3,3A1
F5,4,B,46.5,0.666,Gardnerella piotii,C0093B3,3A1
F5,4,B,47.000277777777775,0.671,Gardnerella piotii,C0093B3,3A1
F5,4,B,47.5,0.675,Gardnerella piotii,C0093B3,3A1
F5,4,B,48,0.681,Gardnerella piotii,C0093B3,3A1
F5,4,B,5.000277777777778,0.174,Gardnerella piotii,C0093B3,3A1
F5,4,B,0.5002777777777778,0.106,Gardnerella piotii,C0093B3,3A1
F5,4,B,5.5,0.186,Gardnerella piotii,C0093B3,3A1
F5,4,B,6,0.198,Gardnerella piotii,C0093B3,3A1
F5,4,B,6.500277777777778,0.21,Gardnerella piotii,C0093B3,3A1
F5,4,B,7,0.226,Gardnerella piotii,C0093B3,3A1
F5,4,B,7.5,0.24,Gardnerella piotii,C0093B3,3A1
F5,4,B,8.000277777777777,0.253,Gardnerella piotii,C0093B3,3A1
F5,4,B,8.5,0.271,Gardnerella piotii,C0093B3,3A1
F5,4,B,9,0.284,Gardnerella piotii,C0093B3,3A1
F5,4,B,9.500277777777777,0.3,Gardnerella piotii,C0093B3,3A1
F5,4,B,10,0.314,Gardnerella piotii,C0093B3,3A1
F5,4,B,1,0.116,Gardnerella piotii,C0093B3,3A1
F5,4,B,10.5,0.331,Gardnerella piotii,C0093B3,3A1
F5,4,B,11.000277777777777,0.343,Gardnerella piotii,C0093B3,3A1
F5,4,B,11.5,0.357,Gardnerella piotii,C0093B3,3A1
F5,4,B,12,0.372,Gardnerella piotii,C0093B3,3A1
F5,4,B,12.500277777777777,0.385,Gardnerella piotii,C0093B3,3A1
F5,4,B,13,0.4,Gardnerella piotii,C0093B3,3A1
F5,4,B,13.5,0.412,Gardnerella piotii,C0093B3,3A1
F5,4,B,14.000277777777777,0.425,Gardnerella piotii,C0093B3,3A1
F5,4,B,14.5,0.437,Gardnerella piotii,C0093B3,3A1
F5,4,B,15,0.454,Gardnerella piotii,C0093B3,3A1
F5,4,B,1.5,0.127,Gardnerella piotii,C0093B3,3A1
F5,4,B,15.500277777777777,0.464,Gardnerella piotii,C0093B3,3A1
F5,4,B,16,0.471,Gardnerella piotii,C0093B3,3A1
F5,4,B,16.5,0.482,Gardnerella piotii,C0093B3,3A1
F5,4,B,17.00027777777778,0.491,Gardnerella piotii,C0093B3,3A1
F5,4,B,17.5,0.5,Gardnerella piotii,C0093B3,3A1
F5,4,B,18,0.506,Gardnerella piotii,C0093B3,3A1
F5,4,B,18.50027777777778,0.516,Gardnerella piotii,C0093B3,3A1
F5,4,B,19,0.521,Gardnerella piotii,C0093B3,3A1
F5,4,B,19.5,0.525,Gardnerella piotii,C0093B3,3A1
F5,4,B,20.00027777777778,0.535,Gardnerella piotii,C0093B3,3A1
F5,4,B,2.000277777777778,0.139,Gardnerella piotii,C0093B3,3A1
F5,4,B,20.5,0.541,Gardnerella piotii,C0093B3,3A1
F5,4,B,21,0.55,Gardnerella piotii,C0093B3,3A1
F5,4,B,21.50027777777778,0.552,Gardnerella piotii,C0093B3,3A1
F5,4,B,22,0.561,Gardnerella piotii,C0093B3,3A1
F5,4,B,22.5,0.567,Gardnerella piotii,C0093B3,3A1
F5,4,B,23.00027777777778,0.571,Gardnerella piotii,C0093B3,3A1
F5,4,B,23.5,0.577,Gardnerella piotii,C0093B3,3A1
F5,4,B,24,0.579,Gardnerella piotii,C0093B3,3A1
F5,4,B,24.50027777777778,0.585,Gardnerella piotii,C0093B3,3A1
F5,4,B,25,0.587,Gardnerella piotii,C0093B3,3A1
F5,4,B,2.5,0.149,Gardnerella piotii,C0093B3,3A1
F5,4,B,25.5,0.59,Gardnerella piotii,C0093B3,3A1
F5,4,B,26.00027777777778,0.594,Gardnerella piotii,C0093B3,3A1
F5,4,B,26.5,0.595,Gardnerella piotii,C0093B3,3A1
F5,4,B,27,0.598,Gardnerella piotii,C0093B3,3A1
F5,4,B,27.50027777777778,0.6,Gardnerella piotii,C0093B3,3A1
G5,4,B,0,0.105,Gardnerella piotii,C0093B3,3A1
G5,4,B,28,0.597,Gardnerella piotii,C0093B3,3A1
G5,4,B,28.5,0.595,Gardnerella piotii,C0093B3,3A1
G5,4,B,29.00027777777778,0.597,Gardnerella piotii,C0093B3,3A1
G5,4,B,29.5,0.6,Gardnerella piotii,C0093B3,3A1
G5,4,B,30,0.599,Gardnerella piotii,C0093B3,3A1
G5,4,B,3,0.158,Gardnerella piotii,C0093B3,3A1
G5,4,B,30.50027777777778,0.601,Gardnerella piotii,C0093B3,3A1
G5,4,B,31,0.599,Gardnerella piotii,C0093B3,3A1
G5,4,B,31.5,0.601,Gardnerella piotii,C0093B3,3A1
G5,4,B,32.000277777777775,0.603,Gardnerella piotii,C0093B3,3A1
G5,4,B,32.5,0.603,Gardnerella piotii,C0093B3,3A1
G5,4,B,33,0.604,Gardnerella piotii,C0093B3,3A1
G5,4,B,33.500277777777775,0.606,Gardnerella piotii,C0093B3,3A1
G5,4,B,34,0.605,Gardnerella piotii,C0093B3,3A1
G5,4,B,34.5,0.609,Gardnerella piotii,C0093B3,3A1
G5,4,B,35.000277777777775,0.61,Gardnerella piotii,C0093B3,3A1
G5,4,B,3.500277777777778,0.167,Gardnerella piotii,C0093B3,3A1
G5,4,B,35.5,0.609,Gardnerella piotii,C0093B3,3A1
G5,4,B,36,0.611,Gardnerella piotii,C0093B3,3A1
G5,4,B,36.500277777777775,0.612,Gardnerella piotii,C0093B3,3A1
G5,4,B,37,0.615,Gardnerella piotii,C0093B3,3A1
G5,4,B,37.5,0.617,Gardnerella piotii,C0093B3,3A1
G5,4,B,38.000277777777775,0.617,Gardnerella piotii,C0093B3,3A1
G5,4,B,38.5,0.616,Gardnerella piotii,C0093B3,3A1
G5,4,B,39,0.619,Gardnerella piotii,C0093B3,3A1
G5,4,B,39.500277777777775,0.621,Gardnerella piotii,C0093B3,3A1
G5,4,B,40,0.623,Gardnerella piotii,C0093B3,3A1
G5,4,B,4,0.175,Gardnerella piotii,C0093B3,3A1
G5,4,B,40.5,0.626,Gardnerella piotii,C0093B3,3A1
G5,4,B,41.000277777777775,0.626,Gardnerella piotii,C0093B3,3A1
G5,4,B,41.5,0.629,Gardnerella piotii,C0093B3,3A1
G5,4,B,42,0.633,Gardnerella piotii,C0093B3,3A1
G5,4,B,42.500277777777775,0.634,Gardnerella piotii,C0093B3,3A1
G5,4,B,43,0.637,Gardnerella piotii,C0093B3,3A1
G5,4,B,43.5,0.64,Gardnerella piotii,C0093B3,3A1
G5,4,B,44.000277777777775,0.64,Gardnerella piotii,C0093B3,3A1
G5,4,B,44.5,0.643,Gardnerella piotii,C0093B3,3A1
G5,4,B,45,0.644,Gardnerella piotii,C0093B3,3A1
G5,4,B,4.5,0.18,Gardnerella piotii,C0093B3,3A1
G5,4,B,45.500277777777775,0.647,Gardnerella piotii,C0093B3,3A1
G5,4,B,46,0.651,Gardnerella piotii,C0093B3,3A1
G5,4,B,46.5,0.655,Gardnerella piotii,C0093B3,3A1
G5,4,B,47.000277777777775,0.656,Gardnerella piotii,C0093B3,3A1
G5,4,B,47.5,0.659,Gardnerella piotii,C0093B3,3A1
G5,4,B,48,0.663,Gardnerella piotii,C0093B3,3A1
G5,4,B,5.000277777777778,0.184,Gardnerella piotii,C0093B3,3A1
G5,4,B,0.5002777777777778,0.109,Gardnerella piotii,C0093B3,3A1
G5,4,B,5.5,0.194,Gardnerella piotii,C0093B3,3A1
G5,4,B,6,0.207,Gardnerella piotii,C0093B3,3A1
G5,4,B,6.500277777777778,0.221,Gardnerella piotii,C0093B3,3A1
G5,4,B,7,0.234,Gardnerella piotii,C0093B3,3A1
G5,4,B,7.5,0.249,Gardnerella piotii,C0093B3,3A1
G5,4,B,8.000277777777777,0.265,Gardnerella piotii,C0093B3,3A1
G5,4,B,8.5,0.283,Gardnerella piotii,C0093B3,3A1
G5,4,B,9,0.3,Gardnerella piotii,C0093B3,3A1
G5,4,B,9.500277777777777,0.315,Gardnerella piotii,C0093B3,3A1
G5,4,B,10,0.329,Gardnerella piotii,C0093B3,3A1
G5,4,B,1,0.115,Gardnerella piotii,C0093B3,3A1
G5,4,B,10.5,0.344,Gardnerella piotii,C0093B3,3A1
G5,4,B,11.000277777777777,0.354,Gardnerella piotii,C0093B3,3A1
G5,4,B,11.5,0.37,Gardnerella piotii,C0093B3,3A1
G5,4,B,12,0.388,Gardnerella piotii,C0093B3,3A1
G5,4,B,12.500277777777777,0.406,Gardnerella piotii,C0093B3,3A1
G5,4,B,13,0.424,Gardnerella piotii,C0093B3,3A1
G5,4,B,13.5,0.437,Gardnerella piotii,C0093B3,3A1
G5,4,B,14.000277777777777,0.447,Gardnerella piotii,C0093B3,3A1
G5,4,B,14.5,0.46,Gardnerella piotii,C0093B3,3A1
G5,4,B,15,0.474,Gardnerella piotii,C0093B3,3A1
G5,4,B,1.5,0.122,Gardnerella piotii,C0093B3,3A1
G5,4,B,15.500277777777777,0.483,Gardnerella piotii,C0093B3,3A1
G5,4,B,16,0.491,Gardnerella piotii,C0093B3,3A1
G5,4,B,16.5,0.5,Gardnerella piotii,C0093B3,3A1
G5,4,B,17.00027777777778,0.511,Gardnerella piotii,C0093B3,3A1
G5,4,B,17.5,0.52,Gardnerella piotii,C0093B3,3A1
G5,4,B,18,0.527,Gardnerella piotii,C0093B3,3A1
G5,4,B,18.50027777777778,0.535,Gardnerella piotii,C0093B3,3A1
G5,4,B,19,0.545,Gardnerella piotii,C0093B3,3A1
G5,4,B,19.5,0.547,Gardnerella piotii,C0093B3,3A1
G5,4,B,20.00027777777778,0.552,Gardnerella piotii,C0093B3,3A1
G5,4,B,2.000277777777778,0.134,Gardnerella piotii,C0093B3,3A1
G5,4,B,20.5,0.558,Gardnerella piotii,C0093B3,3A1
G5,4,B,21,0.562,Gardnerella piotii,C0093B3,3A1
G5,4,B,21.50027777777778,0.561,Gardnerella piotii,C0093B3,3A1
G5,4,B,22,0.567,Gardnerella piotii,C0093B3,3A1
G5,4,B,22.5,0.573,Gardnerella piotii,C0093B3,3A1
G5,4,B,23.00027777777778,0.577,Gardnerella piotii,C0093B3,3A1
G5,4,B,23.5,0.579,Gardnerella piotii,C0093B3,3A1
G5,4,B,24,0.58,Gardnerella piotii,C0093B3,3A1
G5,4,B,24.50027777777778,0.584,Gardnerella piotii,C0093B3,3A1
G5,4,B,25,0.587,Gardnerella piotii,C0093B3,3A1
G5,4,B,2.5,0.147,Gardnerella piotii,C0093B3,3A1
G5,4,B,25.5,0.588,Gardnerella piotii,C0093B3,3A1
G5,4,B,26.00027777777778,0.589,Gardnerella piotii,C0093B3,3A1
G5,4,B,26.5,0.59,Gardnerella piotii,C0093B3,3A1
G5,4,B,27,0.593,Gardnerella piotii,C0093B3,3A1
G5,4,B,27.50027777777778,0.593,Gardnerella piotii,C0093B3,3A1
H5,4,B,0,0.122,Gardnerella piotii,C0093B3,3A1
H5,4,B,28,0.539,Gardnerella piotii,C0093B3,3A1
H5,4,B,28.5,0.54,Gardnerella piotii,C0093B3,3A1
H5,4,B,29.00027777777778,0.545,Gardnerella piotii,C0093B3,3A1
H5,4,B,29.5,0.546,Gardnerella piotii,C0093B3,3A1
H5,4,B,30,0.545,Gardnerella piotii,C0093B3,3A1
H5,4,B,3,0.155,Gardnerella piotii,C0093B3,3A1
H5,4,B,30.50027777777778,0.548,Gardnerella piotii,C0093B3,3A1
H5,4,B,31,0.548,Gardnerella piotii,C0093B3,3A1
H5,4,B,31.5,0.549,Gardnerella piotii,C0093B3,3A1
H5,4,B,32.000277777777775,0.549,Gardnerella piotii,C0093B3,3A1
H5,4,B,32.5,0.551,Gardnerella piotii,C0093B3,3A1
H5,4,B,33,0.551,Gardnerella piotii,C0093B3,3A1
H5,4,B,33.500277777777775,0.554,Gardnerella piotii,C0093B3,3A1
H5,4,B,34,0.557,Gardnerella piotii,C0093B3,3A1
H5,4,B,34.5,0.558,Gardnerella piotii,C0093B3,3A1
H5,4,B,35.000277777777775,0.555,Gardnerella piotii,C0093B3,3A1
H5,4,B,3.500277777777778,0.162,Gardnerella piotii,C0093B3,3A1
H5,4,B,35.5,0.554,Gardnerella piotii,C0093B3,3A1
H5,4,B,36,0.561,Gardnerella piotii,C0093B3,3A1
H5,4,B,36.500277777777775,0.562,Gardnerella piotii,C0093B3,3A1
H5,4,B,37,0.56,Gardnerella piotii,C0093B3,3A1
H5,4,B,37.5,0.567,Gardnerella piotii,C0093B3,3A1
H5,4,B,38.000277777777775,0.572,Gardnerella piotii,C0093B3,3A1
H5,4,B,38.5,0.566,Gardnerella piotii,C0093B3,3A1
H5,4,B,39,0.567,Gardnerella piotii,C0093B3,3A1
H5,4,B,39.500277777777775,0.569,Gardnerella piotii,C0093B3,3A1
H5,4,B,40,0.568,Gardnerella piotii,C0093B3,3A1
H5,4,B,4,0.171,Gardnerella piotii,C0093B3,3A1
H5,4,B,40.5,0.576,Gardnerella piotii,C0093B3,3A1
H5,4,B,41.000277777777775,0.58,Gardnerella piotii,C0093B3,3A1
H5,4,B,41.5,0.587,Gardnerella piotii,C0093B3,3A1
H5,4,B,42,0.585,Gardnerella piotii,C0093B3,3A1
H5,4,B,42.500277777777775,0.582,Gardnerella piotii,C0093B3,3A1
H5,4,B,43,0.593,Gardnerella piotii,C0093B3,3A1
H5,4,B,43.5,0.593,Gardnerella piotii,C0093B3,3A1
H5,4,B,44.000277777777775,0.592,Gardnerella piotii,C0093B3,3A1
H5,4,B,44.5,0.594,Gardnerella piotii,C0093B3,3A1
H5,4,B,45,0.604,Gardnerella piotii,C0093B3,3A1
H5,4,B,4.5,0.179,Gardnerella piotii,C0093B3,3A1
H5,4,B,45.500277777777775,0.608,Gardnerella piotii,C0093B3,3A1
H5,4,B,46,0.608,Gardnerella piotii,C0093B3,3A1
H5,4,B,46.5,0.611,Gardnerella piotii,C0093B3,3A1
H5,4,B,47.000277777777775,0.61,Gardnerella piotii,C0093B3,3A1
H5,4,B,47.5,0.619,Gardnerella piotii,C0093B3,3A1
H5,4,B,48,0.619,Gardnerella piotii,C0093B3,3A1
H5,4,B,5.000277777777778,0.19,Gardnerella piotii,C0093B3,3A1
H5,4,B,0.5002777777777778,0.124,Gardnerella piotii,C0093B3,3A1
H5,4,B,5.5,0.193,Gardnerella piotii,C0093B3,3A1
H5,4,B,6,0.203,Gardnerella piotii,C0093B3,3A1
H5,4,B,6.500277777777778,0.209,Gardnerella piotii,C0093B3,3A1
H5,4,B,7,0.215,Gardnerella piotii,C0093B3,3A1
H5,4,B,7.5,0.224,Gardnerella piotii,C0093B3,3A1
H5,4,B,8.000277777777777,0.23,Gardnerella piotii,C0093B3,3A1
H5,4,B,8.5,0.244,Gardnerella piotii,C0093B3,3A1
H5,4,B,9,0.245,Gardnerella piotii,C0093B3,3A1
H5,4,B,9.500277777777777,0.246,Gardnerella piotii,C0093B3,3A1
H5,4,B,10,0.258,Gardnerella piotii,C0093B3,3A1
H5,4,B,1,0.128,Gardnerella piotii,C0093B3,3A1
H5,4,B,10.5,0.267,Gardnerella piotii,C0093B3,3A1
H5,4,B,11.000277777777777,0.278,Gardnerella piotii,C0093B3,3A1
H5,4,B,11.5,0.291,Gardnerella piotii,C0093B3,3A1
H5,4,B,12,0.302,Gardnerella piotii,C0093B3,3A1
H5,4,B,12.500277777777777,0.313,Gardnerella piotii,C0093B3,3A1
H5,4,B,13,0.325,Gardnerella piotii,C0093B3,3A1
H5,4,B,13.5,0.339,Gardnerella piotii,C0093B3,3A1
H5,4,B,14.000277777777777,0.349,Gardnerella piotii,C0093B3,3A1
H5,4,B,14.5,0.362,Gardnerella piotii,C0093B3,3A1
H5,4,B,15,0.374,Gardnerella piotii,C0093B3,3A1
H5,4,B,1.5,0.13,Gardnerella piotii,C0093B3,3A1
H5,4,B,15.500277777777777,0.384,Gardnerella piotii,C0093B3,3A1
H5,4,B,16,0.405,Gardnerella piotii,C0093B3,3A1
H5,4,B,16.5,0.416,Gardnerella piotii,C0093B3,3A1
H5,4,B,17.00027777777778,0.423,Gardnerella piotii,C0093B3,3A1
H5,4,B,17.5,0.43,Gardnerella piotii,C0093B3,3A1
H5,4,B,18,0.447,Gardnerella piotii,C0093B3,3A1
H5,4,B,18.50027777777778,0.453,Gardnerella piotii,C0093B3,3A1
H5,4,B,19,0.463,Gardnerella piotii,C0093B3,3A1
H5,4,B,19.5,0.473,Gardnerella piotii,C0093B3,3A1
H5,4,B,20.00027777777778,0.478,Gardnerella piotii,C0093B3,3A1
H5,4,B,2.000277777777778,0.135,Gardnerella piotii,C0093B3,3A1
H5,4,B,20.5,0.484,Gardnerella piotii,C0093B3,3A1
H5,4,B,21,0.488,Gardnerella piotii,C0093B3,3A1
H5,4,B,21.50027777777778,0.498,Gardnerella piotii,C0093B3,3A1
H5,4,B,22,0.499,Gardnerella piotii,C0093B3,3A1
H5,4,B,22.5,0.505,Gardnerella piotii,C0093B3,3A1
H5,4,B,23.00027777777778,0.509,Gardnerella piotii,C0093B3,3A1
H5,4,B,23.5,0.515,Gardnerella piotii,C0093B3,3A1
H5,4,B,24,0.518,Gardnerella piotii,C0093B3,3A1
H5,4,B,24.50027777777778,0.527,Gardnerella piotii,C0093B3,3A1
H5,4,B,25,0.53,Gardnerella piotii,C0093B3,3A1
H5,4,B,2.5,0.145,Gardnerella piotii,C0093B3,3A1
H5,4,B,25.5,0.529,Gardnerella piotii,C0093B3,3A1
H5,4,B,26.00027777777778,0.532,Gardnerella piotii,C0093B3,3A1
H5,4,B,26.5,0.538,Gardnerella piotii,C0093B3,3A1
H5,4,B,27,0.537,Gardnerella piotii,C0093B3,3A1
H5,4,B,27.50027777777778,0.536,Gardnerella piotii,C0093B3,3A1
A12,Blank,NA,0,0.097,NA,NA,3A1
A12,Blank,NA,28,0.101,NA,NA,3A1
A12,Blank,NA,28.5,0.102,NA,NA,3A1
A12,Blank,NA,29.00027777777778,0.101,NA,NA,3A1
A12,Blank,NA,29.5,0.101,NA,NA,3A1
A12,Blank,NA,30,0.101,NA,NA,3A1
A12,Blank,NA,3,0.099,NA,NA,3A1
A12,Blank,NA,30.50027777777778,0.101,NA,NA,3A1
A12,Blank,NA,31,0.101,NA,NA,3A1
A12,Blank,NA,31.5,0.101,NA,NA,3A1
A12,Blank,NA,32.000277777777775,0.101,NA,NA,3A1
A12,Blank,NA,32.5,0.101,NA,NA,3A1
A12,Blank,NA,33,0.101,NA,NA,3A1
A12,Blank,NA,33.500277777777775,0.101,NA,NA,3A1
A12,Blank,NA,34,0.101,NA,NA,3A1
A12,Blank,NA,34.5,0.101,NA,NA,3A1
A12,Blank,NA,35.000277777777775,0.101,NA,NA,3A1
A12,Blank,NA,3.500277777777778,0.1,NA,NA,3A1
A12,Blank,NA,35.5,0.101,NA,NA,3A1
A12,Blank,NA,36,0.101,NA,NA,3A1
A12,Blank,NA,36.500277777777775,0.101,NA,NA,3A1
A12,Blank,NA,37,0.101,NA,NA,3A1
A12,Blank,NA,37.5,0.101,NA,NA,3A1
A12,Blank,NA,38.000277777777775,0.101,NA,NA,3A1
A12,Blank,NA,38.5,0.1,NA,NA,3A1
A12,Blank,NA,39,0.1,NA,NA,3A1
A12,Blank,NA,39.500277777777775,0.1,NA,NA,3A1
A12,Blank,NA,40,0.099,NA,NA,3A1
A12,Blank,NA,4,0.1,NA,NA,3A1
A12,Blank,NA,40.5,0.099,NA,NA,3A1
A12,Blank,NA,41.000277777777775,0.099,NA,NA,3A1
A12,Blank,NA,41.5,0.099,NA,NA,3A1
A12,Blank,NA,42,0.099,NA,NA,3A1
A12,Blank,NA,42.500277777777775,0.099,NA,NA,3A1
A12,Blank,NA,43,0.098,NA,NA,3A1
A12,Blank,NA,43.5,0.098,NA,NA,3A1
A12,Blank,NA,44.000277777777775,0.098,NA,NA,3A1
A12,Blank,NA,44.5,0.098,NA,NA,3A1
A12,Blank,NA,45,0.098,NA,NA,3A1
A12,Blank,NA,4.5,0.1,NA,NA,3A1
A12,Blank,NA,45.500277777777775,0.098,NA,NA,3A1
A12,Blank,NA,46,0.098,NA,NA,3A1
A12,Blank,NA,46.5,0.098,NA,NA,3A1
A12,Blank,NA,47.000277777777775,0.098,NA,NA,3A1
A12,Blank,NA,47.5,0.097,NA,NA,3A1
A12,Blank,NA,48,0.097,NA,NA,3A1
A12,Blank,NA,5.000277777777778,0.1,NA,NA,3A1
A12,Blank,NA,0.5002777777777778,0.097,NA,NA,3A1
A12,Blank,NA,5.5,0.1,NA,NA,3A1
A12,Blank,NA,6,0.099,NA,NA,3A1
A12,Blank,NA,6.500277777777778,0.101,NA,NA,3A1
A12,Blank,NA,7,0.1,NA,NA,3A1
A12,Blank,NA,7.5,0.101,NA,NA,3A1
A12,Blank,NA,8.000277777777777,0.101,NA,NA,3A1
A12,Blank,NA,8.5,0.101,NA,NA,3A1
A12,Blank,NA,9,0.101,NA,NA,3A1
