well,Number,BioRep,OD,Species,Strain,Batch,Protocol,BatchN,Step
G3,2,B,0.622,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 2
H3,2,B,0.629,Gardnerella sp. 11,C0101A1,3A2,3,2,Overnight 2
A4,3,A,0.466,Gardnerella piotii,UM35,3A2,3,2,Overnight 2
B4,3,A,0.446,Gardnerella piotii,UM35,3A2,3,2,Overnight 2
C4,3,A,0.448,Gardnerella piotii,UM35,3A2,3,2,Overnight 2
D4,3,A,0.451,Gardnerella piotii,UM35,3A2,3,2,Overnight 2
E4,3,B,0.468,Gardnerella piotii,UM35,3A2,3,2,Overnight 2
F4,3,B,0.468,Gardnerella piotii,UM35,3A2,3,2,Overnight 2
G4,3,B,0.465,Gardnerella piotii,UM35,3A2,3,2,Overnight 2
H4,3,B,0.511,Gardnerella piotii,UM35,3A2,3,2,Overnight 2
A5,4,A,0.666,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 2
B5,4,A,0.637,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 2
C5,4,A,0.641,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 2
D5,4,A,0.646,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 2
E5,4,B,0.568,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 2
F5,4,B,0.575,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 2
G5,4,B,0.572,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 2
H5,4,B,0.569,Gardnerella piotii,C0093B3,3A2,3,2,Overnight 2
A12,Blank,NA,0.064,NA,NA,NA,NA,NA,Overnight 2
B12,Blank,NA,0.049,NA,NA,NA,NA,NA,Overnight 2
D12,Blank,NA,0.048,NA,NA,NA,NA,NA,Overnight 2
A1,1,A,0.049,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 2
B1,1,A,0.05,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 2
C1,1,A,0.049,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 2
D1,1,A,0.049,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 2
E1,1,B,0.056,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 2
F1,1,B,0.048,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 2
G1,1,B,0.049,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 2
H1,1,B,0.049,Gardnerella sp. 10,C0100B2,1B1,1,1,Overnight 2
A2,2,A,0.05,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 2
B2,2,A,0.051,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 2
C2,2,A,0.05,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 2
D2,2,A,0.05,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 2
E2,2,B,0.049,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 2
F2,2,B,0.05,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 2
G2,2,B,0.051,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 2
H2,2,B,0.05,Gardnerella sp. 7,C0179B4,1B1,1,1,Overnight 2
A3,3,A,0.142,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 2
B3,3,A,0.121,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 2
C3,3,A,0.123,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 2
D3,3,A,0.119,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 2
E3,3,B,0.229,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 2
F3,3,B,0.245,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 2
G3,3,B,0.239,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 2
H3,3,B,0.243,Gardnerella swidsinskii,C0102A2,1B1,1,1,Overnight 2
A4,4,A,0.542,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 2
B4,4,A,0.539,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 2
C4,4,A,0.543,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 2
D4,4,A,0.551,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 2
E4,4,B,0.533,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 2
F4,4,B,0.539,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 2
G4,4,B,0.534,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 2
H4,4,B,0.537,Gardnerella sp. 3,JCP8017B,1B1,1,1,Overnight 2
A5,5,A,0.425,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 2
B5,5,A,0.422,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 2
C5,5,A,0.423,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 2
D5,5,A,0.417,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 2
E5,5,B,0.375,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 2
F5,5,B,0.378,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 2
G5,5,B,0.382,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 2
H5,5,B,0.377,Gardnerella swidsinskii,UM224,1B1,1,1,Overnight 2
A6,6,A,0.226,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 2
B6,6,A,0.237,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 2
C6,6,A,0.237,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 2
D6,6,A,0.235,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 2
E6,6,B,0.24,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 2
F6,6,B,0.243,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 2
G6,6,B,0.245,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 2
H6,6,B,0.245,Gardnerella sp. 2,JCP7275,1B1,1,1,Overnight 2
A7,7,A,0.409,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 2
B7,7,A,0.407,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 2
C7,7,A,0.407,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 2
D7,7,A,0.403,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 2
E7,7,B,0.393,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 2
F7,7,B,0.406,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 2
G7,7,B,0.406,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 2
H7,7,B,0.401,Gardnerella sp. 2,JCP8108,1B1,1,1,Overnight 2
A8,8,A,0.544,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 2
B8,8,A,0.535,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 2
C8,8,A,0.534,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 2
D8,8,A,0.533,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 2
E8,8,B,0.546,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 2
F8,8,B,0.551,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 2
G8,8,B,0.55,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 2
H8,8,B,0.553,Gardnerella swidsinskii,Gv5-1,1B1,1,1,Overnight 2
A9,9,A,0.486,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 2
B9,9,A,0.485,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 2
C9,9,A,0.488,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 2
D9,9,A,0.487,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 2
E9,9,B,0.102,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 2
F9,9,B,0.101,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 2
G9,9,B,0.103,Gardnerella sp. 8,Gv101,1B1,1,1,Overnight 2
B12,Blank,NA,0.047,NA,NA,NA,NA,NA,Overnight 2
C12,Blank,NA,0.047,NA,NA,NA,NA,NA,Overnight 2
A1,1,A,0.518,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 2
B1,1,A,0.523,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 2
C1,1,A,0.52,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 2
D1,1,A,0.528,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 2
E1,1,B,0.472,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 2
F1,1,B,0.492,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 2
G1,1,B,0.497,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 2
H1,1,B,0.498,Gardnerella leopoldii,AMD,2A1,2,1,Overnight 2
A2,2,A,0.425,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 2
B2,2,A,0.441,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 2
C2,2,A,0.429,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 2
D2,2,A,0.426,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 2
E2,2,B,0.43,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 2
F2,2,B,0.428,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 2
G2,2,B,0.426,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 2
H2,2,B,0.422,Gardnerella leopoldii,C0096A1,2A1,2,1,Overnight 2
A3,3,A,0.196,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 2
B3,3,A,0.197,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 2
C3,3,A,0.197,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 2
D3,3,A,0.213,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 2
E3,3,B,0.354,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 2
F3,3,B,0.356,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 2
G3,3,B,0.354,Gardnerella sp. 12,CMW7778B,2A1,2,1,Overnight 2
D12,Blank,NA,0.046,NA,NA,NA,NA,NA,Overnight 2
A1,1,A,0.094,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 2
B1,1,A,0.094,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 2
C1,1,A,0.094,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 2
D1,1,A,0.094,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 2
E1,1,B,0.094,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 2
F1,1,B,0.095,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 2
G1,1,B,0.095,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 2
H1,1,B,0.093,Gardnerella sp. 10,C0100B2,1B2,1,2,Overnight 2
A2,2,A,0.057,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 2
B2,2,A,0.055,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 2
C2,2,A,0.054,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 2
D2,2,A,0.055,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 2
E2,2,B,0.054,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 2
F2,2,B,0.057,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 2
G2,2,B,0.055,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 2
H2,2,B,0.057,Gardnerella sp. 7,C0179B4,1B2,1,2,Overnight 2
A3,3,A,0.258,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 2
B3,3,A,0.257,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 2
C3,3,A,0.253,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 2
D3,3,A,0.259,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 2
E3,3,B,0.126,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 2
F3,3,B,0.13,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 2
G3,3,B,0.129,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 2
H3,3,B,0.133,Gardnerella swidsinskii,C0102A2,1B2,1,2,Overnight 2
A4,4,A,0.548,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 2
B4,4,A,0.582,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 2
C4,4,A,0.535,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 2
D4,4,A,0.562,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 2
E4,4,B,0.537,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 2
F4,4,B,0.546,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 2
G4,4,B,0.547,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 2
H4,4,B,0.544,Gardnerella sp. 3,JCP8017B,1B2,1,2,Overnight 2
A5,5,A,0.433,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 2
B5,5,A,0.441,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 2
C5,5,A,0.445,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 2
D5,5,A,0.448,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 2
E5,5,B,0.385,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 2
F5,5,B,0.396,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 2
G5,5,B,0.392,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 2
H5,5,B,0.396,Gardnerella swidsinskii,UM224,1B2,1,2,Overnight 2
A6,6,A,0.263,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 2
B6,6,A,0.26,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 2
C6,6,A,0.262,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 2
D6,6,A,0.262,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 2
E6,6,B,0.257,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 2
F6,6,B,0.263,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 2
G6,6,B,0.262,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 2
H6,6,B,0.262,Gardnerella sp. 2,JCP7275,1B2,1,2,Overnight 2
A7,7,A,0.433,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 2
B7,7,A,0.433,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 2
C7,7,A,0.432,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 2
D7,7,A,0.444,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 2
E7,7,B,0.41,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 2
F7,7,B,0.415,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 2
G7,7,B,0.412,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 2
H7,7,B,0.424,Gardnerella sp. 2,JCP8108,1B2,1,2,Overnight 2
A12,Blank,NA,0.05,NA,NA,NA,NA,NA,Overnight 2
B12,Blank,NA,0.051,NA,NA,NA,NA,NA,Overnight 2
C12,Blank,NA,0.052,NA,NA,NA,NA,NA,Overnight 2
D12,Blank,NA,0.052,NA,NA,NA,NA,NA,Overnight 2
A8,1,A,0.477,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 2
B8,1,A,0.482,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 2
C8,1,A,0.483,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 2
D8,1,A,0.489,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 2
E8,1,B,0.462,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 2
F8,1,B,0.466,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 2
G8,1,B,0.462,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 2
H8,1,B,0.46,Gardnerella leopoldii,AMD,2A2,2,2,Overnight 2
A9,2,A,0.52,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 2
B9,2,A,0.512,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 2
C9,2,A,0.513,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 2
D9,2,A,0.51,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 2
E9,2,B,0.424,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 2
F9,2,B,0.429,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 2
G9,2,B,0.429,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 2
H9,2,B,0.421,Gardnerella leopoldii,C0096A1,2A2,2,2,Overnight 2
A10,3,A,0.288,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 2
B10,3,A,0.287,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 2
C10,3,A,0.29,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 2
D10,3,A,0.294,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 2
E10,3,B,0.325,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 2
F10,3,B,0.332,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 2
G10,3,B,0.334,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 2
H10,3,B,0.335,Gardnerella sp. 12,CMW7778B,2A2,2,2,Overnight 2
A1,1,A,0.402,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 2
B1,1,A,0.401,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 2
C1,1,A,0.405,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 2
D1,1,A,0.402,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 2
E1,1,B,0.485,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 2
F1,1,B,0.478,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 2
G1,1,B,0.478,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 2
H1,1,B,0.486,Gardnerella sp. 10,C0100B2,1B3,1,NA,Overnight 2
A2,2,A,0.615,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 2
B2,2,A,0.615,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 2
C2,2,A,0.617,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 2
D2,2,A,0.618,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 2
E2,2,B,0.666,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 2
F2,2,B,0.669,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 2
G2,2,B,0.663,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 2
H2,2,B,0.664,Gardnerella sp. 7,C0179B4,1B3,1,NA,Overnight 2
A3,3,A,0.265,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 2
B3,3,A,0.235,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 2
C3,3,A,0.237,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 2
D3,3,A,0.24,Gardnerella sp. 2,JCP7275,1B3,1,NA,Overnight 2
